artifact_id,image,rank,source_type,accession_number,score,oxford_type,oxford_image,pitts_description,oxford_description,reasons
fig_013,fig_013.jpg,5,plaque,1900.39.1,20,plaque,1900.39.1.png,"Bronze plaque, figure sword in right hand. of warrior, feather in cap; broad leaf-shaped necklace. Leopards' teeth Coral sash ; ground ornamented with leaf-shaped foil, ornaments Coral choker, badge of rank. incised. staves in their right hands.",Brass relief plaque depicting a human figure,same primary type: plaque
fig_014,fig_014.jpg,1,plaque,1899.86.12,23,plaque,1899.86.12.png,"Bronze segis or plaque, with representations of two figures with Coral chokers, badge of rank. On the breasts are two Maltese crosses hanging from the necks, which appear to be The objects held in left hands have been broken off. European Orders. The hats are similar to that on the head of the figure, Fig. 91, Plate XV. Ground ornamented with the usual foil ornaments incised.",Bronze plaque with the image of a serpent,same primary type: plaque | shared material: bronze
fig_014,fig_014.jpg,2,plaque,2012.103.12,23,plaque,2012.103.12.png,"Bronze segis or plaque, with representations of two figures with Coral chokers, badge of rank. On the breasts are two Maltese crosses hanging from the necks, which appear to be The objects held in left hands have been broken off. European Orders. The hats are similar to that on the head of the figure, Fig. 91, Plate XV. Ground ornamented with the usual foil ornaments incised.",Rectangular bronze plaque with fish motif,same primary type: plaque | shared material: bronze
fig_014,fig_014.jpg,3,plaque,2012.103.13,23,plaque,2012.103.13_1.png,"Bronze segis or plaque, with representations of two figures with Coral chokers, badge of rank. On the breasts are two Maltese crosses hanging from the necks, which appear to be The objects held in left hands have been broken off. European Orders. The hats are similar to that on the head of the figure, Fig. 91, Plate XV. Ground ornamented with the usual foil ornaments incised.",Rectangular bronze plaque with three standing figures,same primary type: plaque | shared material: bronze
fig_014,fig_014.jpg,4,plaque,1900.39.1,20,plaque,1900.39.1.png,"Bronze segis or plaque, with representations of two figures with Coral chokers, badge of rank. On the breasts are two Maltese crosses hanging from the necks, which appear to be The objects held in left hands have been broken off. European Orders. The hats are similar to that on the head of the figure, Fig. 91, Plate XV. Ground ornamented with the usual foil ornaments incised.",Brass relief plaque depicting a human figure,same primary type: plaque
fig_014,fig_014.jpg,5,plaque,1900.39.2,20,plaque,1900.39.2_1.png,"Bronze segis or plaque, with representations of two figures with Coral chokers, badge of rank. On the breasts are two Maltese crosses hanging from the necks, which appear to be The objects held in left hands have been broken off. European Orders. The hats are similar to that on the head of the figure, Fig. 91, Plate XV. Ground ornamented with the usual foil ornaments incised.",Brass relief plaque depicting a fish,same primary type: plaque
fig_016,fig_016.jpg,1,plaque,1908.65.1,24,plaque,1908.65.1.png,"Bronze plaque, figure of warrior with pot helmet, button on top. Coral choker, badge of rank, on neck. Leopards' teeth necklace. Quadrangular bell on breast. Armlets, anklets, &c. Four rosettes on ground, and the usual foil ornaments incised.",Brass plaque with relief decoration depicting a leopard skin,same primary type: plaque | shared feature: leopard
fig_016,fig_016.jpg,2,plaque,1899.86.12,23,plaque,1899.86.12.png,"Bronze plaque, figure of warrior with pot helmet, button on top. Coral choker, badge of rank, on neck. Leopards' teeth necklace. Quadrangular bell on breast. Armlets, anklets, &c. Four rosettes on ground, and the usual foil ornaments incised.",Bronze plaque with the image of a serpent,same primary type: plaque | shared material: bronze
fig_016,fig_016.jpg,3,plaque,2012.103.12,23,plaque,2012.103.12.png,"Bronze plaque, figure of warrior with pot helmet, button on top. Coral choker, badge of rank, on neck. Leopards' teeth necklace. Quadrangular bell on breast. Armlets, anklets, &c. Four rosettes on ground, and the usual foil ornaments incised.",Rectangular bronze plaque with fish motif,same primary type: plaque | shared material: bronze
fig_016,fig_016.jpg,4,plaque,2012.103.13,23,plaque,2012.103.13_1.png,"Bronze plaque, figure of warrior with pot helmet, button on top. Coral choker, badge of rank, on neck. Leopards' teeth necklace. Quadrangular bell on breast. Armlets, anklets, &c. Four rosettes on ground, and the usual foil ornaments incised.",Rectangular bronze plaque with three standing figures,same primary type: plaque | shared material: bronze
fig_016,fig_016.jpg,5,plaque,1900.39.1,20,plaque,1900.39.1.png,"Bronze plaque, figure of warrior with pot helmet, button on top. Coral choker, badge of rank, on neck. Leopards' teeth necklace. Quadrangular bell on breast. Armlets, anklets, &c. Four rosettes on ground, and the usual foil ornaments incised.",Brass relief plaque depicting a human figure,same primary type: plaque
fig_017,fig_017.jpg,1,plaque,1908.65.1,24,plaque,1908.65.1.png,"Bronze plaque, figure of warrior with spear in right hand, shield in left Quadrangular bell hanging from neck. hand ; pot helmet, button on top. Coral choker, badge of rank. Leopard's skin dress with head to front. On the ground are two horses' heads below and Ground ornamented with the usual foil ornaments two rosettes above. Leopards' teeth necklace. incised.",Brass plaque with relief decoration depicting a leopard skin,same primary type: plaque | shared feature: leopard
fig_017,fig_017.jpg,2,plaque,1899.86.12,23,plaque,1899.86.12.png,"Bronze plaque, figure of warrior with spear in right hand, shield in left Quadrangular bell hanging from neck. hand ; pot helmet, button on top. Coral choker, badge of rank. Leopard's skin dress with head to front. On the ground are two horses' heads below and Ground ornamented with the usual foil ornaments two rosettes above. Leopards' teeth necklace. incised.",Bronze plaque with the image of a serpent,same primary type: plaque | shared material: bronze
fig_017,fig_017.jpg,3,plaque,2012.103.12,23,plaque,2012.103.12.png,"Bronze plaque, figure of warrior with spear in right hand, shield in left Quadrangular bell hanging from neck. hand ; pot helmet, button on top. Coral choker, badge of rank. Leopard's skin dress with head to front. On the ground are two horses' heads below and Ground ornamented with the usual foil ornaments two rosettes above. Leopards' teeth necklace. incised.",Rectangular bronze plaque with fish motif,same primary type: plaque | shared material: bronze
fig_017,fig_017.jpg,4,plaque,2012.103.13,23,plaque,2012.103.13_1.png,"Bronze plaque, figure of warrior with spear in right hand, shield in left Quadrangular bell hanging from neck. hand ; pot helmet, button on top. Coral choker, badge of rank. Leopard's skin dress with head to front. On the ground are two horses' heads below and Ground ornamented with the usual foil ornaments two rosettes above. Leopards' teeth necklace. incised.",Rectangular bronze plaque with three standing figures,same primary type: plaque | shared material: bronze
fig_017,fig_017.jpg,5,plaque,1900.39.1,20,plaque,1900.39.1.png,"Bronze plaque, figure of warrior with spear in right hand, shield in left Quadrangular bell hanging from neck. hand ; pot helmet, button on top. Coral choker, badge of rank. Leopard's skin dress with head to front. On the ground are two horses' heads below and Ground ornamented with the usual foil ornaments two rosettes above. Leopards' teeth necklace. incised.",Brass relief plaque depicting a human figure,same primary type: plaque
fig_018,fig_018.jpg,1,plaque,1908.65.1,24,plaque,1908.65.1.png,"Bronze plaque, figure of warrior. Coral choker, badge of rank. Peculiarly ornamented head-dress. Leopards' teeth necklace. Broad leaf- Leopard's mask shaped sword in right hand. Coral sash on breast. Small figure of boy, naked, hanging on left side. to right, holding a metal dish with lid in form of an ox's head. A similar object majf be seen amongst the Benin objects in the British Museum. Armlets, anklets, &c. PLATE 4. c 10 Antique Works of Art from Benin. | DESCRIPTION OF PLATE V,",Brass plaque with relief decoration depicting a leopard skin,same primary type: plaque | shared feature: leopard
fig_018,fig_018.jpg,2,plaque,1899.86.12,23,plaque,1899.86.12.png,"Bronze plaque, figure of warrior. Coral choker, badge of rank. Peculiarly ornamented head-dress. Leopards' teeth necklace. Broad leaf- Leopard's mask shaped sword in right hand. Coral sash on breast. Small figure of boy, naked, hanging on left side. to right, holding a metal dish with lid in form of an ox's head. A similar object majf be seen amongst the Benin objects in the British Museum. Armlets, anklets, &c. PLATE 4. c 10 Antique Works of Art from Benin. | DESCRIPTION OF PLATE V,",Bronze plaque with the image of a serpent,same primary type: plaque | shared material: bronze
fig_018,fig_018.jpg,3,plaque,2012.103.12,23,plaque,2012.103.12.png,"Bronze plaque, figure of warrior. Coral choker, badge of rank. Peculiarly ornamented head-dress. Leopards' teeth necklace. Broad leaf- Leopard's mask shaped sword in right hand. Coral sash on breast. Small figure of boy, naked, hanging on left side. to right, holding a metal dish with lid in form of an ox's head. A similar object majf be seen amongst the Benin objects in the British Museum. Armlets, anklets, &c. PLATE 4. c 10 Antique Works of Art from Benin. | DESCRIPTION OF PLATE V,",Rectangular bronze plaque with fish motif,same primary type: plaque | shared material: bronze
